x [kpc]	y [kpc]	MF814W
-142.89947	-34.52624	-7.42744
-145.46411	-28.23196	-7.41275
-146.80023	-38.47633	-7.78310
-140.07179	-40.34899	-7.52707
-130.32436	-37.29937	-11.68635
-144.34021	-17.31431	-7.27751
134.67648	7.54297	-8.06048
-10.07324	-131.71803	-7.35944
11.08056	-124.80650	-9.79656
15.48648	8.20207	-7.54018
15.51637	14.68167	-8.93085
16.17098	15.49545	-8.89967
22.37932	8.53087	-7.68163
23.92169	23.76850	-9.59137
33.50173	-73.39489	-7.67865
-23.43148	-35.91019	-7.46523
-20.54402	-29.15709	-7.62049
49.60695	-33.50547	-7.53913
78.63103	30.09193	-8.07916
-58.13483	-133.91053	-7.45513
-0.01495	12.07593	-8.81611
6.55807	14.17128	-10.25860
3.05784	12.03184	-8.12415
4.42983	9.22433	-7.33083
6.93768	8.00479	-9.32344
6.74040	7.82320	-7.38952
5.63145	8.99268	-7.75248
6.34285	8.97101	-7.70942
3.44044	9.05620	-8.56772
-0.04185	10.39456	-8.64488
0.61276	8.84771	-7.74643
-0.37364	8.96727	-9.49456
-0.24511	10.46555	-8.32009
0.77716	8.57944	-8.13040
2.28964	9.47915	-8.17826
1.70079	8.16470	-7.71029
0.29293	9.89090	-8.01034
-0.17337	10.96174	-8.54317
2.41519	11.27709	-7.46274
2.22687	8.18861	-8.92908
2.42116	7.50710	-7.66074
9.45449	15.16366	-8.32667
-208.53692	-8.17516	-8.41664
3.04588	-8.24018	-7.46855
2.96817	-5.31759	-9.29906
156.21288	-57.63939	-8.09363
-112.35993	-89.97986	-8.11500
15.42371	-16.55284	-7.96814
10.59035	-16.09551	-7.84577
11.63653	-10.32656	-7.71510
13.60036	-11.52818	-7.05794
13.60335	-15.59633	-8.98415
6.56404	-24.88642	-7.40868
-0.07473	-24.41191	-7.88307
-32.83217	17.16411	-6.89026
-25.22793	-5.19952	-7.89902
-26.96160	-1.64101	-7.40216
-133.90529	-72.90467	-7.44751
-161.38700	-32.04679	-7.28951
103.42553	7.55567	-7.26473
128.11244	-102.90767	-8.36180
-8.66836	-52.17757	-7.49838
63.64970	22.31805	-7.66446
61.18968	0.27275	-8.50559
49.26620	4.85279	-7.49159
69.99255	-5.20700	-8.29922
57.11555	-9.53445	-8.65835
57.96146	-24.64580	-9.41590
54.03679	-25.38710	-7.80485
-100.45438	-59.78555	-7.57007
-8.64445	-111.17774	-8.41399
-0.56494	-142.55498	-8.16361
4.76461	-120.22572	-7.51921
83.31493	-6.43178	-9.86727
153.74987	11.43626	-7.53737
-16.91825	-22.46900	-7.21277
-9.19145	-10.09192	-9.58457
-5.26678	-13.58318	-8.29037
-5.44015	-13.56375	-8.32010
84.01139	-222.69474	-7.29565
4.83934	-6.28008	-7.29293
-34.25199	5.58287	-7.74096
-6.51921	21.96982	-8.27793
-7.51756	16.96832	-7.40134
10.56943	16.44897	-9.53511
-26.40862	13.19833	-7.19394
-133.33139	-73.75358	-7.63087
-142.36741	-75.24439	-8.07224
-147.00648	-63.96879	-9.78113
-124.14292	-52.18131	-8.01499
-150.24068	-45.15769	-7.55936
-141.39596	-56.28907	-9.23821
-113.76480	-51.78077	-7.33196
114.51506	15.01943	-8.29102
135.80636	-0.94381	-7.86825
-61.05517	11.66119	-8.33464
-57.93157	-4.25422	-8.26904
-55.38785	3.52264	-7.53567
45.59858	-30.27202	-7.90429
9.30803	-22.36961	-8.57965
8.40233	-16.21881	-8.00907
8.71021	-9.84980	-8.07902
11.20909	-14.88418	-7.62485
8.88358	-17.30908	-9.06327
9.81319	-14.08684	-8.19737
7.70588	-12.20745	-7.94496
10.58138	-14.12794	-8.24883
13.32836	-14.59947	-8.68224
32.44060	-1.78972	-7.13679
44.12197	-12.23510	-7.62949
33.16396	-10.45659	-7.61768
47.19476	-13.98147	-7.39235
39.49486	-19.69960	-7.18094
32.29115	19.63833	-9.14933
32.63489	7.74473	-7.64399
32.91587	8.84846	-8.08736
34.22210	12.03184	-8.16604
45.73309	20.76746	-8.53962
43.96355	21.00658	-9.14516
99.10032	-37.12451	-7.49660
94.32375	-37.20596	-7.88370
-90.28549	29.01212	-7.60704
26.98551	21.95487	-7.47578
153.12814	-42.72158	-7.53102
19.55762	-40.86984	-7.73896
16.79570	-38.44793	-10.32081
22.37036	-32.21194	-7.55413
22.99807	-28.31267	-7.47547
4.29233	-14.68765	-7.87007
2.65132	-11.99746	-8.67245
1.84427	-9.49858	-7.98531
4.95591	-16.90181	-8.18978
3.78718	-13.74010	-8.14420
-0.59184	-22.39875	-7.33220
14.02481	-24.06293	-10.40595
5.77791	-83.43300	-7.77696
25.81080	0.16814	-7.70308
-3.63772	-65.96924	-7.46183
31.45719	-19.19968	-7.62697
25.08744	-25.49097	-8.29165
29.35885	-17.37035	-8.28940
34.03977	-9.55164	-7.28327
1.94590	-27.05127	-8.22270
-8.21103	-30.03364	-8.10399
-1.69183	-26.82709	-7.87935
-15.43567	-29.69363	-7.13601
-16.99597	-27.16262	-9.41816
114.70337	-3.37991	-8.54204
-12.13272	-215.83553	-7.73146
20.69348	-75.93487	-7.62325
20.69348	-75.93487	-7.40558
24.40294	17.50561	-10.54223
25.49396	9.79824	-8.22371
28.59663	3.10716	-8.15631
28.21104	-2.57510	-8.88158
25.33255	-8.40831	-8.36543
30.77867	-8.64221	-7.39239
4.13690	1.60439	-9.00332
5.53879	2.66104	-9.48595
2.89045	1.48483	-8.70479
3.16545	-0.62098	-8.92148
1.05515	1.86445	-8.13067
1.85921	2.68420	-8.74297
-0.95651	0.21372	-7.66621
-0.97743	-0.36093	-7.62751
-0.03587	-0.35346	-9.08332
-1.32118	-1.03423	-7.88023
0.95352	2.78658	-7.37860
0.24511	-4.63907	-9.07550
0.87281	-4.18547	-7.01728
1.94291	-5.10313	-8.18244
1.25841	-3.58168	-7.77295
2.23285	-1.35032	-8.32532
3.90973	-3.40009	-8.74444
6.68660	-4.13765	-8.90470
5.28172	-3.14303	-7.83000
5.27276	-2.81647	-10.18605
5.52683	-2.05874	-8.89727
5.13825	-5.41399	-8.79460
2.49290	-7.79555	-8.26787
2.51383	-5.39157	-8.40464
1.01928	-5.40203	-8.06777
-0.82200	-7.09386	-7.89782
-1.87117	7.07742	-7.84185
-4.92901	5.08893	-8.36534
-2.14019	3.39934	-8.75736
-2.24182	2.08340	-7.93315
-3.77522	-0.39082	-8.82611
-1.62308	0.26005	-8.45595
-1.45270	-0.61799	-7.75357
-2.58556	0.84890	-8.13304
-2.11030	-0.40353	-9.33008
-2.60948	2.24107	-7.74381
-4.69885	0.50889	-8.79986
-4.66896	-0.87431	-7.98778
9.95666	-35.16665	-8.86237
1.96981	-29.54791	-7.10738
31.63654	-38.77897	-10.09979
-1.77253	-11.10074	-10.41064
-5.31161	-10.61202	-7.52385
-5.09042	-11.39143	-10.17002
-4.08609	-14.17726	-9.39224
-8.35750	-19.03677	-8.10130
-11.35556	-12.05650	-7.77932
-11.04469	-13.98446	-7.43837
-0.88477	-1.59617	-8.36508
0.30489	-1.81064	-9.74037
0.64564	-1.54088	-8.87933
-0.07174	-1.07533	-9.54883
0.29592	-1.76282	-9.13979
0.29592	-2.53251	-7.86659
0.30489	-2.19325	-10.69157
0.17038	-2.31729	-8.65892
0.20027	-2.48244	-9.46855
0.06576	-2.79779	-8.48304
0.46331	-3.06755	-7.56594
0.40951	-2.90988	-10.09807
0.16141	-2.13944	-7.75079
-1.11194	-4.15185	-9.00304
-0.78314	-5.11508	-9.11130
0.69646	-4.87297	-7.82900
0.15244	-3.50097	-7.20925
0.15244	-3.51143	-10.37701
0.50516	-3.43521	-8.99523
0.84591	-3.30967	-9.46000
1.03721	-1.21880	-7.55850
0.88776	-1.93319	-10.69042
2.33149	-2.73128	-9.71957
-0.95053	-1.12465	-7.60615
-0.78912	-1.48707	-7.69747
-99.46798	-65.55525	-9.28927
-99.06445	-60.12183	-8.52614
-109.38279	-60.96699	-7.68541
-103.61086	-58.64671	-8.08729
-26.39965	-85.50220	-7.52916
-19.39621	-76.12542	-7.09397
-34.35960	-75.59934	-7.33959
31.17921	26.15903	-7.87506
42.06249	18.48678	-8.56188
32.61995	10.84367	-7.37381
-138.28132	-58.16995	-7.44126
-145.78693	-50.31462	-9.30335
-140.86390	-36.72248	-7.64508
-7.87924	1.31445	-7.64293
-2.36437	4.94919	-9.40552
-2.22687	4.15409	-8.35313
-1.72471	4.07039	-7.71135
-2.36736	7.32103	-7.13519
-2.96219	5.46630	-8.24889
-2.02361	3.93290	-8.65320
-4.37304	3.28725	-9.42962
-2.77985	4.68914	-7.05434
-1.94291	3.70871	-7.14805
-1.33015	3.21402	-9.44200
-1.39591	7.11777	-10.85260
-3.60484	4.84606	-8.22431
-1.89508	4.69736	-8.22891
-1.49753	5.04633	-8.53426
-2.38529	5.13974	-8.74166
-1.41384	7.29039	-8.38403
-83.18341	-56.06264	-9.39567
-82.29864	-57.25828	-7.86319
-69.90288	-71.11720	-7.52525
-58.40086	-70.57468	-8.41165
0.82200	-342.44370	-7.56594
2.12225	11.87192	-8.36152
2.56464	15.09341	-7.52854
5.81976	12.79331	-9.57770
2.90241	11.30997	-8.70320
2.90839	7.73278	-7.80086
4.34315	8.98446	-8.83318
9.84607	8.55104	-10.21382
11.15230	8.57197	-8.97632
7.13795	8.77971	-8.41337
9.51428	9.51203	-7.72925
10.83545	14.91706	-7.61465
-47.83741	-15.88403	-7.46486
-51.07460	-24.01735	-9.12632
-43.20432	-28.84473	-7.09950
9.05097	-105.30791	-7.70503
-1.56628	-0.97893	-10.47520
-2.49290	0.02615	-8.59468
-2.62442	0.07622	-7.96047
-2.51383	2.83739	-8.27903
-5.07249	2.04454	-8.68424
-3.42849	-1.00658	-8.99234
-1.62308	1.74563	-8.66390
-1.53340	1.58571	-7.55989
-3.40159	-0.69347	-7.98214
-2.05351	2.38231	-8.93277
-4.50157	2.46376	-8.03285
-4.94695	1.36004	-7.99790
-4.89912	1.04170	-8.86060
106.86598	-175.36922	-9.18615
-46.73145	28.32687	-7.34193
164.92907	-26.52818	-7.72718
-90.95206	2.06621	-8.43472
34.86775	-24.02930	-7.30043
43.16546	-6.27485	-7.50059
46.71052	1.98924	-8.78407
33.37021	-3.59289	-7.96790
-3.15349	19.20715	-7.04055
-3.76327	18.48230	-7.29408
-6.72844	8.21776	-7.45919
-2.34345	11.10447	-9.47303
-1.82036	8.07204	-8.58818
-4.68092	8.13556	-7.70084
-5.69721	15.24287	-7.04663
-11.32567	9.32596	-7.69055
-12.92782	11.52070	-7.70387
-9.73248	10.09491	-7.48119
-27.66703	-18.82455	-9.11316
-126.82414	-78.17893	-8.02128
-125.95132	-84.25425	-7.42570
-139.01664	-80.34676	-8.06734
-131.77407	-78.51893	-8.22371
-114.99631	-106.71129	-7.41117
39.88344	-37.99882	-7.65348
17.96743	-28.12959	-8.78992
23.83800	-38.61009	-7.68756
-65.49397	-123.06984	-9.74553
-16.84054	-47.63490	-7.75125
15.66284	-10.49694	-8.66158
19.87447	-15.86012	-8.67545
17.56689	-9.82141	-8.00756
15.65088	3.34180	-7.20547
19.00763	1.43252	-7.42595
18.47856	7.79779	-7.98702
26.77030	17.55045	-7.26300
-11.90854	23.82156	-8.55577
-14.25497	19.10403	-7.75574
-6.59095	8.42625	-7.94405
-3.62876	13.83052	-7.20614
-36.86446	9.60320	-7.83474
-44.44180	18.11464	-8.49831
-50.27352	8.28800	-7.65448
5.63743	22.85160	-8.75709
51.25095	29.65627	-7.28464
133.41807	-25.89375	-6.84410
135.02321	-38.14229	-7.32699
-10.75475	-28.21179	-7.87262
64.19969	-3.10791	-7.77685
-166.74943	-90.74880	-7.39837
-188.94940	-26.24272	-7.90905
-118.87913	29.74444	-8.48197
-101.10002	24.23480	-7.46606
-13.19385	28.66912	-8.99919
-18.01525	-9.50606	-9.48063
-9.81916	-20.91392	-7.52874
-5.32357	-19.65551	-8.15730
-7.64908	-10.21970	-8.38859
-2.96817	-10.80706	-7.34000
-11.86968	-12.40024	-7.02565
0.13451	6.57974	-8.01005
12.43462	8.44792	-7.33493
2.15812	8.43970	-9.34551
-1.31520	19.29907	-8.21826
15.22942	22.37633	-7.19078
12.35989	20.76746	-8.84853
-3.41055	-1.08878	-7.34265
-4.58228	-3.87984	-8.66492
-1.57226	-2.89718	-8.94797
-4.18473	-1.57899	-10.89787
80.95355	-37.86431	-7.39425
0.22717	-29.00913	-7.48612
10.03139	-20.27500	-7.51597
34.00689	-12.14617	-8.15576
37.48619	-10.27874	-7.71400
46.32493	-22.54671	-9.33870
33.99493	-20.26230	-7.40942
-222.57070	-31.87940	-9.13543
168.46516	-194.80429	-7.37682
-78.06310	-28.40683	-7.90392
-72.70366	-25.91542	-7.68096
-79.92829	-11.64027	-8.39163
-60.19431	-14.31700	-7.38311
20.75027	-48.06533	-7.58942
19.97311	26.04320	-7.94269
93.14007	-6.30698	-7.87165
110.55751	4.76835	-7.78089
99.57260	0.98042	-7.80133
108.97628	1.52219	-9.33593
136.72401	-60.95952	-7.09929
35.16367	-250.43426	-8.41110
108.31569	-19.19968	-7.65884
85.95729	-34.21239	-7.17674
87.01841	12.73129	-7.25888
112.74851	5.36841	-8.63755
83.73041	8.84920	-7.80702
109.87001	-12.28591	-7.12181
-19.64132	-2.37857	-8.36335
-23.74534	-2.60126	-7.52329
-22.63041	-5.25706	-7.83294
-22.14020	-6.52967	-9.08099
-20.88179	-9.11822	-8.50988
-23.70648	-5.34225	-10.83841
-26.35780	-5.02242	-8.00309
-23.22225	-0.54850	-7.68223
-32.33300	5.52982	-7.31806
-22.48693	-2.70513	-9.14335
-22.48693	-2.70513	-8.62267
23.96653	29.10777	-8.49023
19.05844	27.88224	-9.43210
22.93231	-53.72144	-7.28774
-181.20766	-69.94323	-6.99707
109.11975	-14.89315	-7.06425
-153.28955	-39.03155	-10.26564
7.75968	3.64819	-8.27507
14.65252	-3.06158	-7.41768
7.84935	-9.24750	-8.34963
13.13108	-9.42983	-7.91140
12.20446	-7.28740	-7.04619
-38.08700	4.61665	-7.20982
-130.13904	-164.68023	-8.27444
-127.68799	-163.90605	-7.60342
-126.17551	-159.23111	-7.23934
-129.63986	-153.44797	-9.49640
-126.85104	-160.15325	-8.45524
-103.74836	-69.36783	-8.24449
-118.09300	-66.08357	-7.49062
-118.15279	-60.28548	-7.55480
-104.14889	-61.33465	-7.59019
-103.40461	-62.25903	-8.17763
-106.44751	-64.63760	-7.20196
-113.11019	-62.74550	-7.10127
-111.55287	-70.52611	-7.91931
-114.29088	-68.64970	-9.42726
-100.64269	-60.59709	-7.85175
-88.10345	-58.48381	-8.64851
-95.99465	-57.54075	-7.51259
-93.07730	-43.89555	-7.22393
-85.64343	-44.15859	-8.84835
-102.53479	-56.03723	-7.61826
39.75192	21.94516	-7.05692
48.96729	12.29189	-8.81557
42.84563	8.33433	-7.32890
47.73578	7.53251	-7.49462
22.12824	15.90645	-8.88275
-58.57423	-239.36715	-8.41722
-5.65237	-0.80407	-9.68533
-6.10372	0.90046	-8.00075
-35.30714	-8.08325	-9.99722
-35.17562	-6.47811	-9.89709
-35.41176	-5.71514	-8.17644
-35.21747	-6.07832	-7.96379
-35.89001	-6.08056	-7.90836
-36.25767	-5.98042	-8.86226
-36.32941	-7.11927	-7.82096
-36.47289	-6.78225	-8.93799
-36.46691	-6.46690	-8.22415
-36.71201	-6.46167	-8.09158
-35.73159	-6.62009	-7.60533
-36.45794	-8.26783	-7.54932
-37.85385	-5.53131	-9.25805
-39.08834	-6.50501	-9.94795
-37.17532	-6.44373	-8.02395
-37.74026	-7.11703	-7.95759
-38.04216	-6.61187	-7.66599
-37.72233	-7.00942	-7.35599
-37.33076	-7.33373	-10.38174
-37.60276	-8.40383	-7.86012
-42.62145	-8.28800	-8.49782
-41.22554	-7.07069	-7.67151
-39.76388	-6.01256	-8.97201
-40.16143	-5.68824	-7.68203
-35.23839	-8.18563	-7.97318
-36.85250	-6.99148	-9.46333
-35.61502	-2.76192	-7.63233
-43.12660	-2.99283	-8.22771
-39.81768	-4.73920	-8.56900
-38.54134	-3.28576	-8.13449
-39.09731	-4.09505	-9.02341
-36.90033	-3.79241	-9.53274
-35.81828	-4.37229	-8.27007
-36.25468	3.14751	-7.62324
-36.43702	0.97818	-8.61068
-41.56929	5.32133	-7.08657
9.82813	-0.39456	-7.66206
13.28950	6.38993	-7.62650
12.11777	3.47557	-7.98563
14.43432	0.08220	-7.87510
7.48468	-0.60529	-8.68735
7.17980	0.37438	-8.51975
8.85070	2.30758	-9.48615
10.12106	7.12151	-7.40878
8.08848	6.93095	-10.67463
8.16022	4.25049	-7.88537
3.37468	6.09177	-9.13521
-180.12860	-46.00883	-7.14880
45.47902	26.98626	-7.40379
-35.17861	-7.05276	-8.05454
-35.65089	-6.86071	-9.39427
-35.79436	-6.89060	-7.99911
-35.81230	-7.13720	-8.50609
-35.86909	-7.20595	-8.49486
-35.72561	-6.58870	-8.76889
-35.72263	-6.48483	-8.39403
-35.79735	-6.62158	-7.66423
-35.38785	-6.00882	-8.54281
-35.20551	-5.95502	-7.97468
-35.36692	-5.62547	-8.38792
-35.31312	-5.33553	-8.24463
-34.96340	-5.94754	-8.35246
-35.17562	-6.16575	-8.22870
-35.43866	-6.10447	-7.72228
-35.47453	-5.94904	-8.75889
-35.76746	-5.90570	-8.73844
-35.93784	-6.27037	-8.52631
-35.80931	-6.26439	-9.49019
-35.87208	-5.82499	-7.82919
-35.49247	-5.66507	-8.43364
-35.59409	-5.37140	-8.19073
-35.91094	-5.36990	-8.10845
-35.77045	-5.60903	-8.30434
-35.97371	-5.50217	-9.80479
-35.94083	-5.95277	-8.83795
-35.91393	-5.92064	-7.57419
-35.90496	-6.22927	-8.82727
-35.74654	-6.18667	-7.63531
-35.66583	-6.14482	-7.94381
-36.29055	-5.81378	-8.82623
-36.03349	-5.32058	-9.12513
-36.28159	-5.66433	-8.26541
-36.12017	-5.40727	-8.32699
-36.21583	-5.68749	-7.95711
-36.23974	-5.68899	-7.95794
-36.00659	-5.72859	-8.45016
-36.37425	-5.69123	-7.64058
-36.02452	-6.20685	-7.70070
-36.22778	-6.27261	-7.87426
-36.23974	-6.12614	-9.72682
-36.15305	-5.79286	-7.89557
-36.41012	-5.90794	-7.75989
-36.47887	-6.06935	-8.21091
-36.31148	-6.22777	-9.60570
-36.44300	-5.92961	-9.74744
-36.26664	-5.91093	-8.45858
-36.65522	-6.07682	-9.10530
-36.63131	-6.24122	-8.37463
-36.59544	-6.28830	-7.66170
-36.81364	-5.77717	-8.36362
-36.78076	-6.13885	-7.99851
-36.97505	-6.17397	-9.14344
-36.98103	-6.24496	-8.24438
-36.77777	-5.98491	-7.75616
-36.96011	-5.77418	-8.48001
-37.02886	-5.89449	-8.79044
-36.84353	-5.38634	-9.35575
-36.89136	-5.26902	-8.68618
-36.51772	-5.58138	-8.85804
-36.72397	-5.37663	-10.14391
-36.93620	-5.43940	-8.67688
-36.94516	-5.43491	-8.96997
-37.00495	-5.25931	-7.96782
-36.70903	-5.62995	-8.21340
-36.51473	-5.38111	-7.57910
-36.77180	-5.33104	-8.86500
-36.77180	-6.07010	-7.96882
-36.99598	-6.05665	-7.48016
-36.70903	-6.24197	-7.60956
-36.69408	-6.16500	-11.14498
-36.91527	-6.51472	-8.29082
-36.69707	-6.52892	-7.73609
-36.60142	-6.47587	-8.23782
-36.58647	-6.66194	-9.02353
-36.11121	-6.60813	-8.22804
-36.19490	-6.39441	-8.43474
-36.42506	-6.44074	-9.63483
-36.32044	-6.81513	-7.67457
-36.19191	-6.38843	-7.64050
-36.16202	-6.82409	-8.34150
-36.20387	-7.07593	-10.01942
-36.33838	-6.84726	-8.38229
-36.28756	-6.82335	-8.99785
-36.81065	-7.04902	-7.74157
-36.56854	-6.59543	-8.35372
-36.64924	-6.33538	-8.23758
-36.81065	-6.29652	-8.77374
-36.84055	-7.30459	-8.38838
-36.46392	-6.92348	-8.42863
-36.10822	-6.96309	-8.04153
-36.80468	-7.13421	-9.29067
114.47919	-57.39279	-7.19139
99.08537	-52.83667	-7.70747
-54.21314	-13.54208	-7.89785
-52.77838	-9.67793	-7.53339
-61.46169	-15.84442	-7.62656
-58.83129	-12.53176	-10.36096
-52.15964	-25.34749	-7.93582
-73.45990	-16.89658	-7.67418
-85.26083	-13.99268	-8.61957
-85.13230	-24.09282	-7.76707
-77.35169	-18.87835	-7.71654
-81.85625	-24.85504	-8.74518
-77.81500	-28.97550	-7.41282
59.74894	-46.22554	-7.80835
131.79799	-13.89554	-8.62336
131.59772	-15.78987	-8.55973
141.41688	1.04842	-7.31062
-26.79421	-13.89628	-7.49072
-28.06457	-9.88567	-8.16054
-19.05247	-10.33628	-7.40247
-27.64610	-20.66060	-8.37203
131.46321	-165.60685	-7.40596
-115.98868	-41.30475	-7.45863
-116.46395	-42.99658	-8.02087
-100.42748	-33.46511	-9.85581
-96.33840	-29.00539	-9.46319
-91.37950	-26.66045	-8.44570
-101.26741	-12.33224	-8.00437
-86.10076	-13.08176	-8.29763
-94.96940	-15.74055	-7.76794
-97.85387	-12.42640	-8.23154
-93.70202	-18.06681	-7.39831
-94.73625	-23.91871	-8.85783
-4.57331	-31.32343	-8.31528
34.41639	-216.94971	-8.17242
119.40820	-29.20790	-7.12312
-131.30180	-169.15415	-8.34586
-125.64046	-166.23007	-8.68532
-122.07746	-165.18837	-10.38608
-124.78259	-165.12859	-7.42095
-126.57604	-165.74360	-7.54520
-127.18881	-162.94357	-7.54533
-129.27519	-163.02726	-7.71545
-127.92711	-164.76019	-7.64597
-130.21377	-162.54975	-7.54158
3.19235	14.86550	-7.24676
-0.81901	17.01391	-10.77360
91.86672	29.26469	-7.25023
-34.33270	-9.69287	-7.80566
-31.49306	-9.48289	-8.35312
-35.82724	-9.93051	-9.01148
-36.73593	-10.29966	-8.76635
-35.38187	-9.73995	-10.53602
-39.95518	-9.73547	-8.23591
-42.39727	-13.38141	-8.79063
-37.39054	-9.84009	-7.42880
-40.25708	-12.96742	-7.53490
-86.88988	-30.68974	-7.61322
-125.33856	-37.75820	-7.31937
-144.69591	-30.35123	-8.55569
-95.69575	-150.27655	-7.34329
138.88811	-33.00255	-7.91896
2.36736	-1.06038	-8.74236
1.16276	-1.15454	-8.81695
0.00598	-1.33463	-9.04667
-0.45135	-2.09236	-9.61642
-0.27799	-1.87341	-8.74025
-0.95950	-4.90510	-7.61260
1.52444	-3.55777	-7.78923
2.51980	-4.29308	-7.55460
1.61710	-4.15409	-10.63931
-0.38858	-4.51652	-8.47864
0.63070	-3.75056	-8.63389
-1.22254	-3.18338	-10.03533
1.08205	-2.27021	-7.74206
1.97280	-2.30683	-8.53252
-36.20088	21.75311	-8.80127
-36.26365	23.54881	-7.67073
-36.17099	18.80885	-7.61500
-38.49650	13.97400	-7.57048
-37.87477	-163.71326	-9.65731
-32.60500	-5.08519	-8.38254
-32.59903	-6.56703	-7.92086
-35.54627	-8.50695	-8.78508
-36.37724	-8.46137	-7.93890
-63.70948	41.22479	-9.76973
157.55199	108.65869	-9.04004
-270.30050	34.47692	-8.01634
-229.94777	49.05322	-8.60353
59.73399	120.50072	-7.66964
-226.91982	133.14083	-7.49399
-234.12054	131.98929	-8.97336
149.33797	186.03280	-7.24557
82.65733	66.06713	-7.87677
-180.68158	316.46253	-7.38510
-187.09318	309.06527	-7.86896
-189.75945	333.40619	-8.32402
-182.30465	323.59524	-7.23626
-153.52270	347.50349	-7.76279
112.63193	69.72877	-9.47339
112.63193	69.72877	-7.53042
-68.07356	42.39876	-7.99481
-65.79288	43.39338	-7.78860
-65.96027	41.78899	-7.61789
-65.27577	41.91677	-7.58860
-64.08910	40.96026	-8.88099
-68.23796	45.29668	-7.84411
-52.94577	55.57990	-7.37292
-66.43553	40.92813	-8.06959
-67.48769	40.72711	-7.84309
-67.98986	38.66240	-7.65707
-65.31463	39.25573	-8.37460
-63.61383	39.75640	-7.42787
-64.13393	39.59051	-7.47405
-101.45273	170.30271	-7.65091
-90.83249	184.32827	-8.21665
75.50145	63.28877	-7.64750
-221.18675	158.00260	-8.13318
-244.54350	44.13991	-7.30423
145.91247	52.44061	-8.14543
15.66284	75.04412	-7.42856
-99.65928	171.36085	-7.27076
-24.93201	32.94053	-7.80064
-52.19551	121.21586	-8.26995
-52.31208	121.56707	-8.65530
-53.04441	118.16997	-8.22330
-54.65254	118.01080	-7.62054
-54.29385	115.07402	-7.24895
-52.82023	130.85044	-7.78327
-68.84474	40.67555	-7.54467
103.13858	51.10150	-7.52838
91.44526	37.97192	-7.30555
-153.87242	359.48526	-9.88332
-157.39058	358.93975	-8.62291
-154.15041	359.24015	-9.82774
-154.93355	350.66445	-8.60352
-153.26863	350.80344	-7.75326
-153.25368	350.72648	-7.79741
-153.82161	350.80643	-8.91248
-155.33409	349.88280	-8.04472
-154.62567	344.51963	-7.49145
-163.35980	314.94257	-9.83617
-91.15532	51.77554	-7.14653
27.25453	31.37574	-8.21940
29.58602	40.33629	-7.36679
72.12676	52.99285	-7.18388
50.07026	35.88179	-7.26769
-139.88049	243.12144	-7.40357
-25.58961	239.91490	-7.18017
-93.00556	115.42076	-7.71623
-151.34664	351.77116	-9.38916
-151.63658	351.37212	-11.76589
-151.80098	351.58808	-9.80934
-151.66647	350.94020	-8.19300
-150.66214	350.61588	-7.78556
-150.84447	350.61289	-9.65946
-150.51567	350.12567	-7.59277
-151.02083	349.75726	-8.68700
-151.38849	350.65324	-9.19567
-149.83715	351.41471	-8.35422
-149.03308	351.36465	-9.26731
-148.65347	350.96112	-9.21583
59.25873	56.30625	-7.84068
116.62536	172.26803	-9.83429
137.52508	191.04924	-9.11609
-76.18296	89.74222	-7.15861
-152.50342	133.72147	-7.26419
67.46378	200.04042	-7.32989
-101.80246	71.49083	-8.83599
-89.46349	66.60741	-8.10235
-56.35034	277.51766	-8.18827
-62.71412	476.85490	-7.43915
-3.12360	32.25453	-7.92795
-12.91586	145.59488	-8.01677
-85.99913	64.69289	-7.79571
-15.07996	41.50876	-7.04353
-72.32404	77.42194	-7.63050
-19.35735	33.78794	-7.52581
-30.87133	38.93366	-8.50695
-22.96519	48.78794	-7.91082
-26.83905	47.93082	-7.40510
-107.18282	302.94660	-7.13744
-151.16729	63.04815	-9.26068
-289.20052	87.77017	-7.14390
108.07058	52.70515	-10.44444
-156.42212	355.02479	-7.44442
-153.19689	354.64966	-8.93117
35.18459	166.29882	-8.02402
77.50414	32.69169	-10.34791
-135.01724	226.97288	-8.67784
36.58348	34.06816	-7.99135
33.43597	35.30864	-8.89522
33.02348	32.63191	-8.25756
-103.27309	125.60534	-8.18944
-182.22694	427.26887	-8.93605
-180.51120	373.04378	-9.06949
-174.00993	367.17544	-8.42745
17.89569	129.61969	-8.28077
-11.93843	122.60429	-7.31546
-131.07463	337.70600	-7.93288
-139.46201	349.69748	-8.01954
-143.40761	351.02837	-7.16358
-152.44663	349.03689	-8.71583
-138.23948	329.53830	-8.19375
-137.39655	352.32489	-10.18970
2.68121	34.91632	-7.22914
3.03094	40.19804	-7.99079
7.08415	34.02856	-7.23460
1.31221	33.47632	-8.04512
124.68993	81.28384	-7.72865
124.34319	88.22227	-9.15231
-0.89972	85.62101	-7.76874
90.02843	182.85539	-9.66890
-40.93560	137.88975	-7.85831
-82.31956	157.07598	-7.47113
-58.73863	128.26413	-8.46657
-76.01856	137.79186	-7.12087
-56.57153	123.55407	-7.57209
-54.00689	121.69710	-8.51726
-53.97999	118.59965	-7.06768
-53.65717	117.17610	-7.43675
-59.78780	110.03367	-7.54907
-124.22363	343.67372	-7.31002
-149.31406	359.59586	-7.78853
-145.17118	349.84694	-7.61411
10.53356	31.77703	-9.86543
4.65700	32.01092	-8.41640
159.30659	169.00096	-7.13840
3.44343	37.84862	-10.06365
